?class	?labels	?synonyms	?definitions
<http://purl.obolibrary.org/obo/OMP_0007146>	"altered schizogeny"		"A schizogeny phenotype where the rate, frequency, timing, or extent of schizogeny is altered relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007147>	"altered DNA replication"		"A DNA replication phenotype in which the process of DNA replication is altered relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007148>	"cytokinesis phenotype"	"cell division phenotype"	"A cell cycle phenotype related to the process in a proliferating cell or organism in which the cytoplasm and cell envelope are separation into two or more daughter cells."
<http://purl.obolibrary.org/obo/OMP_0007149>	"septation phenotype"	"abnormal septation"	"A cytokinesis phenotype related to the process of forming a septum that separates daughter cells."
<http://purl.obolibrary.org/obo/OMP_0007150>	"abolished motility by gliding"		"A decreased motility by gliding phenotype where the ability of a microbe to move by gliding motility is abolished."
<http://purl.obolibrary.org/obo/OMP_0007151>	"altered colony pigmentation"		"A colony pigmentation phenotype where the color of a colony or colonies is altered relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007152>	"persister cell phenotype"		"A growth phenotype related to persister cells, which are dormant variants of vegetatively growing cells that form stochastically in microbial populations. Persister cells are highly resistant to antibiotics."
<http://purl.obolibrary.org/obo/OMP_0007153>	"altered persister cell phenotype"		"A persister cell phenotype where the character or frequency of persister cells in a microbial population is altered relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007154>	"increased frequency of persister cells"		"An altered persister cell phenotype where the fraction of cells in a microbial population that are persister cells is increased relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007155>	"decreased frequency of persister cells"		"An altered persister cell phenotype where the fraction of cells in a microbial population that are persister cells is decreased relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007156>	"population growth rate phenotype"		"A population growth phenotype concerning the rate at which a microbial population multiplies over time."
<http://purl.obolibrary.org/obo/OMP_0007157>	"altered population growth"		"A population growth phenotype where the rate and/or extent of growth of a microbial population is altered relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007158>	"altered response to stress phenotype"		"This is a high-level term whose primary purpose is to organize terms beneath it in the ontology, and we expect that it will not be used for direct annotations. Please consider using a more specific term to annotate each phenotype. | A response to stress response phenotype where the change in state or activity of a microbe (in terms of movement, secretion, enzyme production, gene expression, etc.) that occurs as a result of a disturbance in organismal or cellular homeostasis, usually, but not necessarily, exogenous (e.g. temperature, humidity, ionizing radiation) is altered relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007159>	"altered response to radiation stress"		"A radiation stress phenotype that is altered relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007160>	"altered colony morphology"		"A colony morphology phenotype where the morphology of a colony or colonies is altered relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007161>	"regulation phenotype"		"A microbial phenotype that affects the regulation of a molecular function, biological process, or biological quality. | This is a high-level term whose primary purpose is to organize terms beneath it in the ontology, and we expect that it will not be used for direct annotations. Please consider using a more specific term to annotate each phenotype."
<http://purl.obolibrary.org/obo/OMP_0007162>	"gene expression regulation phenotype"		"A regulation phenotype that affects the regulation of gene expression. Regulation can occur at the level transcription, translation, or turnover. | This is a high-level term whose primary purpose is to organize terms beneath it in the ontology, and we expect that it will not be used for direct annotations. Please consider using a more specific term to annotate each phenotype."
<http://purl.obolibrary.org/obo/OMP_0007163>	"transcription regulation phenotype"		"This is a high-level term whose primary purpose is to organize terms beneath it in the ontology, and we expect that it will not be used for direct annotations. Please consider using a more specific term to annotate each phenotype. | A gene expression phenotype that affects the regulation of DNA-dependent or RNA-dependent transcription."
<http://purl.obolibrary.org/obo/OMP_0007164>	"translation regulation phenotype"	"protein synthesis regulation"	"This is a high-level term whose primary purpose is to organize terms beneath it in the ontology, and we expect that it will not be used for direct annotations. Please consider using a more specific term to annotate each phenotype. | A gene expression regulation phenotype that affects the regulation of translation."
<http://purl.obolibrary.org/obo/OMP_0007165>	"altered septation"		"A septation phenotype where the process of forming a septum between daughter cells is altered relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007166>	"altered cytokinesis"		"A cytokinesis phenotype where the process of cytokinesis is altered relative to a designated control."
<http://purl.obolibrary.org/obo/OMP_0007167>	"population growth phenotype"		"A microbial phenotype relating to the growth of a microbial population, i.e. an increase in the size of the population resulting from reproduction of individual microbes in the population. | This is a high-level term whose primary purpose is to organize terms beneath it in the ontology, and we recommend that it not be used for direct annotation. Please consider using a more specific term to annotate each phenotype."
<http://purl.obolibrary.org/obo/OMP_0007168>	"abolished septation"		"A decreased septation phenotype where formation of new cell septa is abolished."
<http://purl.obolibrary.org/obo/OMP_0007169>	"antimicrobial peptide resistance phenotype"		"An antimicrobial agent resistance phenotype related to resistance or sensitivity to peptides with antimicrobial activity. This class includes ribosomally synthesized peptides, nonribosomally synthesized peptides, and peptides with additional groups attached.  \n\n**This term was made obsolete because the grouping was too broad to be informative. It combined antimicrobial agents with widely different modes of action."
