metpo_id	metpo_label	xref_iris	xref_labels	mapping_types	distances	ontologies
METPO:1001007	growth NaCl observation	['http://purl.obolibrary.org/obo/FYPO_0006717']	['normal growth on sodium chloride']	['skos:broadMatch']	[0.5977]	['FYPO']
METPO:1001012	growth pH observation	['http://purl.obolibrary.org/obo/MICRO_0001104', '<https://purl.dsmz.de/schema/GrowthPH>', '<http://purl.jp/bio/10/mpo#MPO_00107>']	['pH growth assay', 'Growth pH', 'Growth pH']	['skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch']	[0.5824, 0.5835, 0.5835]	['MICRO', 'D3O', 'UNKNOWN']
METPO:1001013	optimum pH observation	['<https://purl.dsmz.de/schema/OptimumPH>', 'http://purl.obolibrary.org/obo/MICRO_0001549']	['Optimum pH', 'acidophilic pH optimum']	['skos:broadMatch', 'skos:broadMatch']	[0.4709, 0.5384]	['D3O', 'MICRO']
METPO:1001020	oxygen observation	['<http://doi.org/10.1601/OxygenCondition>', 'http://purl.obolibrary.org/obo/GO_0003032', 'http://purl.obolibrary.org/obo/GO_0003032']	['Oxygen condition', 'detection of oxygen', 'detection of oxygen']	['skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch']	[0.5887, 0.5992, 0.5993]	['DOI', 'GO', 'GO']
METPO:1002005	Fermentation	['<http://purl.jp/bio/10/mpo#MPO_04046>', '<http://doi.org/10.1601/Fermentation>', 'http://purl.obolibrary.org/obo/GO_0006113', 'http://purl.obolibrary.org/obo/GO_0006113', '<https://purl.dsmz.de/schema/MISO_1_7_30>', 'http://purl.obolibrary.org/obo/FYPO_0000434', '<http://doi.org/10.1601/WeakFermentation>', '<http://purl.jp/bio/10/mpo#MPO_04047>']	['Fermentation', 'Fermentation', 'fermentation', 'fermentation', 'Fermented', 'normal fermentation', 'Weak fermentation', 'Alcohol fermentation']	['skos:exactMatch', 'skos:exactMatch', 'skos:relatedMatch', 'skos:relatedMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch']	[0.0, 0.0, 0.3123, 0.3123, 0.454, 0.5046, 0.5466, 0.5659]	['UNKNOWN', 'DOI', 'GO', 'GO', 'D3O', 'FYPO', 'DOI', 'UNKNOWN']
METPO:1003000	pH growth preference	['<https://purl.dsmz.de/schema/GrowthPH>', '<http://purl.jp/bio/10/mpo#MPO_00107>', 'http://purl.obolibrary.org/obo/MICRO_0001564', 'http://purl.obolibrary.org/obo/MICRO_0001104', '<http://purl.jp/bio/10/mpo#MPO_03009>', '<http://purl.jp/bio/10/mpo#MPO_00109>', '<http://purl.jp/bio/10/mpo#MPO_00110>', '<http://purl.jp/bio/10/mpo#MPO_00111>', '<http://purl.jp/bio/10/mpo#MPO_00112>']	['Growth pH', 'Growth pH', 'optimal growth pH', 'pH growth assay', 'Classification of growth pH', 'Maximum growth pH', 'Minimum growth pH', 'Maximum optimal growth pH', 'Minimum optimal growth pH']	['skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch']	[0.4331, 0.4331, 0.4768, 0.5017, 0.5308, 0.5433, 0.546, 0.564, 0.5995]	['D3O', 'UNKNOWN', 'MICRO', 'MICRO', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN']
METPO:1003001	neutrophilic	['http://purl.obolibrary.org/obo/MICRO_0001546', 'http://purl.obolibrary.org/obo/PATO_0070046', 'http://purl.obolibrary.org/obo/PATO_0070046', 'http://purl.obolibrary.org/obo/CL_0000775', 'http://purl.obolibrary.org/obo/MICRO_0001399', '<http://doi.org/10.1601/Neutrophile>', '<http://purl.jp/bio/10/mpo#MPO_03012>', 'http://purl.obolibrary.org/obo/CL_0017500', 'http://purl.obolibrary.org/obo/CL_0017500', 'http://purl.obolibrary.org/obo/MICRO_0001559', 'http://purl.obolibrary.org/obo/HP_0011897', 'http://purl.obolibrary.org/obo/MICRO_0001569', 'http://purl.obolibrary.org/obo/GO_0042119', 'http://purl.obolibrary.org/obo/GO_0042119', 'http://purl.obolibrary.org/obo/GO_0002446', 'http://purl.obolibrary.org/obo/GO_0002446']	['neutrophilic', 'neutrophillic', 'neutrophillic', 'neutrophil', 'neutrophile', 'Neutrophile', 'Neutrophilic', 'neutrophillic cytoplasm', 'neutrophillic cytoplasm', 'obligately neutrophilic', 'Neutrophilia', 'obligate neutrophile', 'neutrophil activation', 'neutrophil activation', 'neutrophil mediated immunity', 'neutrophil mediated immunity']	['skos:exactMatch', 'skos:closeMatch', 'skos:closeMatch', 'skos:closeMatch', 'skos:relatedMatch', 'skos:relatedMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch']	[0.0, 0.0805, 0.0805, 0.2171, 0.2505, 0.3436, 0.4169, 0.4323, 0.4323, 0.4517, 0.4761, 0.5418, 0.5822, 0.5822, 0.5928, 0.5931]	['MICRO', 'PATO', 'PATO', 'CL', 'MICRO', 'DOI', 'UNKNOWN', 'CL', 'CL', 'MICRO', 'HP', 'MICRO', 'GO', 'GO', 'GO', 'GO']
METPO:1003003	acidophilic	['http://purl.obolibrary.org/obo/CL_0017502', 'http://purl.obolibrary.org/obo/PATO_0002418', 'http://purl.obolibrary.org/obo/MICRO_0001548', 'http://purl.obolibrary.org/obo/MICRO_0001314', 'http://purl.obolibrary.org/obo/MICRO_0001566', 'http://purl.obolibrary.org/obo/MICRO_0001390', 'http://purl.obolibrary.org/obo/PATO_0002418', 'http://purl.obolibrary.org/obo/CL_0017502', '<http://purl.jp/bio/10/mpo#MPO_03007>', 'http://purl.obolibrary.org/obo/MICRO_0001568']	['acidophilic cytoplasm', 'acidophilic', 'hyperacidophilic', 'halophilic', 'obligately acidophilic', 'acidophile', 'acidophilic', 'acidophilic cytoplasm', 'Halophilic', 'obligately hyperacidophilic']	['skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch']	[0.363, 0.4826, 0.4975, 0.499, 0.5224, 0.5529, 0.5663, 0.5708, 0.591, 0.5984]	['CL', 'PATO', 'MICRO', 'MICRO', 'MICRO', 'MICRO', 'PATO', 'CL', 'UNKNOWN', 'MICRO']
METPO:1003004	obligately alkaphilic	['http://purl.obolibrary.org/obo/MICRO_0001565', 'http://purl.obolibrary.org/obo/MICRO_0001567', 'http://purl.obolibrary.org/obo/MICRO_0001400', 'http://purl.obolibrary.org/obo/MICRO_0001547', 'http://purl.obolibrary.org/obo/MICRO_0001566', 'http://purl.obolibrary.org/obo/MICRO_0001401', 'http://purl.obolibrary.org/obo/MICRO_0001554', 'http://purl.obolibrary.org/obo/MICRO_0000490', 'http://purl.obolibrary.org/obo/MICRO_0001568', 'http://purl.obolibrary.org/obo/MICRO_0001315']	['obligately alkaliphilic', 'obligately hyperalkaliphilic', 'obligate alkaliphile', 'alkaliphilic', 'obligately acidophilic', 'obligate hyperalkaliphile', 'hyperalkaliphilic', 'obligately barophilic', 'obligately hyperacidophilic', 'obligately halophilic']	['skos:closeMatch', 'skos:relatedMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch']	[0.2101, 0.2992, 0.4501, 0.4734, 0.4788, 0.4998, 0.502, 0.5353, 0.5548, 0.5678]	['MICRO', 'MICRO', 'MICRO', 'MICRO', 'MICRO', 'MICRO', 'MICRO', 'MICRO', 'MICRO', 'MICRO']
METPO:1003005	facultatively alkaphilic	['http://purl.obolibrary.org/obo/MICRO_0001558', 'http://purl.obolibrary.org/obo/MICRO_0001565', 'http://purl.obolibrary.org/obo/MICRO_0001547', 'http://purl.obolibrary.org/obo/MICRO_0001554', 'http://purl.obolibrary.org/obo/MICRO_0001567', 'http://purl.obolibrary.org/obo/MICRO_0001557']	['facultative alkaliphile', 'obligately alkaliphilic', 'alkaliphilic', 'hyperalkaliphilic', 'obligately hyperalkaliphilic', 'facultative acidophile']	['skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch']	[0.4142, 0.4573, 0.4679, 0.5289, 0.533, 0.5538]	['MICRO', 'MICRO', 'MICRO', 'MICRO', 'MICRO', 'MICRO']
METPO:1003006	obligately acidophilic	['http://purl.obolibrary.org/obo/MICRO_0001566', 'http://purl.obolibrary.org/obo/MICRO_0001568', 'http://purl.obolibrary.org/obo/MICRO_0001393', 'http://purl.obolibrary.org/obo/MICRO_0001398', 'http://purl.obolibrary.org/obo/MICRO_0001565', 'http://purl.obolibrary.org/obo/MICRO_0001548', 'http://purl.obolibrary.org/obo/MICRO_0001567', 'http://purl.obolibrary.org/obo/MICRO_0000490', 'http://purl.obolibrary.org/obo/MICRO_0001315', 'http://purl.obolibrary.org/obo/MICRO_0001557', 'http://purl.obolibrary.org/obo/MICRO_0001307', 'http://purl.obolibrary.org/obo/MICRO_0001400', 'http://purl.obolibrary.org/obo/MICRO_0001401', 'http://purl.obolibrary.org/obo/MICRO_0001287', '<http://purl.jp/bio/10/mpo#MPO_03010>', 'http://purl.obolibrary.org/obo/MICRO_0000516', 'http://purl.obolibrary.org/obo/MICRO_0001320', 'http://purl.obolibrary.org/obo/MICRO_0001305', 'http://purl.obolibrary.org/obo/MICRO_0001389', 'http://purl.obolibrary.org/obo/MICRO_0001374']	['obligately acidophilic', 'obligately hyperacidophilic', 'obligate acidophile', 'obligate hyperacidophile', 'obligately alkaliphilic', 'hyperacidophilic', 'obligately hyperalkaliphilic', 'obligately barophilic', 'obligately halophilic', 'facultative acidophile', 'obligately psychrophilic', 'obligate alkaliphile', 'obligate hyperalkaliphile', 'obligately thermophilic', 'Acidophilic', 'obligately aerobic', 'obligately mesophilic', 'obligately hyperthermophilic', 'hyperacidophile', 'obligate halophile']	['skos:exactMatch', 'skos:closeMatch', 'skos:relatedMatch', 'skos:relatedMatch', 'skos:relatedMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch']	[0.0, 0.1376, 0.2637, 0.3339, 0.3398, 0.3503, 0.3853, 0.3998, 0.4063, 0.4272, 0.4411, 0.4561, 0.4737, 0.4762, 0.4967, 0.5043, 0.5176, 0.5195, 0.54, 0.5442]	['MICRO', 'MICRO', 'MICRO', 'MICRO', 'MICRO', 'MICRO', 'MICRO', 'MICRO', 'MICRO', 'MICRO', 'MICRO', 'MICRO', 'MICRO', 'MICRO', 'UNKNOWN', 'MICRO', 'MICRO', 'MICRO', 'MICRO', 'MICRO']
METPO:1003007	facultatively acidophilic	['http://purl.obolibrary.org/obo/MICRO_0001557', 'http://purl.obolibrary.org/obo/MICRO_0001566', 'http://purl.obolibrary.org/obo/MICRO_0001568', 'http://purl.obolibrary.org/obo/MICRO_0001548', 'http://purl.obolibrary.org/obo/MICRO_0001558', 'http://purl.obolibrary.org/obo/MICRO_0001393', '<http://purl.jp/bio/10/mpo#MPO_03010>', 'http://purl.obolibrary.org/obo/MICRO_0001375', 'http://purl.obolibrary.org/obo/MICRO_0000503', 'http://purl.obolibrary.org/obo/MICRO_0001398', 'http://purl.obolibrary.org/obo/MICRO_0001417', 'http://purl.obolibrary.org/obo/MICRO_0001520', 'http://purl.obolibrary.org/obo/MICRO_0001389', 'http://purl.obolibrary.org/obo/MICRO_0001376', '<http://doi.org/10.1601/FacultativeAnaerobe>', '<http://purl.jp/bio/10/mpo#MPO_04007>', '<http://doi.org/10.1601/Acidophile>']	['facultative acidophile', 'obligately acidophilic', 'obligately hyperacidophilic', 'hyperacidophilic', 'facultative alkaliphile', 'obligate acidophile', 'Acidophilic', 'facultative halophile', 'facultatively anaerobic', 'obligate hyperacidophile', 'facultative psychrophile', 'facultative anaerobe', 'hyperacidophile', 'facultative thermophile', 'Facultative anaerobe', 'Facultative anaerobe', 'Acidophile']	['skos:closeMatch', 'skos:relatedMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch']	[0.2166, 0.2982, 0.3937, 0.399, 0.4391, 0.4405, 0.4635, 0.478, 0.5006, 0.5072, 0.5182, 0.5185, 0.5418, 0.5815, 0.5854, 0.5855, 0.5889]	['MICRO', 'MICRO', 'MICRO', 'MICRO', 'MICRO', 'MICRO', 'UNKNOWN', 'MICRO', 'MICRO', 'MICRO', 'MICRO', 'MICRO', 'MICRO', 'MICRO', 'DOI', 'UNKNOWN', 'DOI']
METPO:1003008	acidotolerant	['http://purl.obolibrary.org/obo/MICRO_0001555', 'http://purl.obolibrary.org/obo/MICRO_0001556', 'http://purl.obolibrary.org/obo/MICRO_0001316', '<http://purl.jp/bio/10/mpo#MPO_03008>']	['acidotolerant', 'alkalitolerant', 'halotolerant', 'Halotolerant']	['skos:exactMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch']	[0.0, 0.5455, 0.5563, 0.5567]	['MICRO', 'MICRO', 'MICRO', 'UNKNOWN']
METPO:1003009	alkalotolerant	['http://purl.obolibrary.org/obo/MICRO_0001556', '<http://purl.jp/bio/10/mpo#MPO_03023>', 'http://purl.obolibrary.org/obo/MICRO_0001555']	['alkalitolerant', 'Alkalitolerant', 'acidotolerant']	['skos:closeMatch', 'skos:relatedMatch', 'skos:broadMatch']	[0.1003, 0.3363, 0.4906]	['MICRO', 'UNKNOWN', 'MICRO']
METPO:1003021	pigmentation	['http://purl.obolibrary.org/obo/GO_0043473', 'http://purl.obolibrary.org/obo/GO_0043473', 'http://purl.obolibrary.org/obo/MP_0001186', 'http://purl.obolibrary.org/obo/MP_0001188', 'http://purl.obolibrary.org/obo/GO_0048069', 'http://purl.obolibrary.org/obo/GO_0048069', 'http://purl.obolibrary.org/obo/PATO_0002248', 'http://purl.obolibrary.org/obo/MicrO.owl/MICRO_0002518', 'http://purl.obolibrary.org/obo/PATO_0002247', 'http://purl.obolibrary.org/obo/PATO_0002247', 'http://purl.obolibrary.org/obo/GO_0048094', 'http://purl.obolibrary.org/obo/MONDO_0019288', 'http://purl.obolibrary.org/obo/CL_0000147', 'http://purl.obolibrary.org/obo/GO_0048066', 'http://purl.obolibrary.org/obo/GO_0043473', 'http://purl.obolibrary.org/obo/GO_0043473', 'http://purl.obolibrary.org/obo/GO_0043473', 'http://purl.obolibrary.org/obo/GO_0043473', 'http://purl.obolibrary.org/obo/GO_0043473', 'http://purl.obolibrary.org/obo/GO_0043473']	['pigmentation', 'pigmentation', 'pigmentation phenotype', 'hyperpigmentation', 'eye pigmentation', 'eye pigmentation', 'pigmented', 'cell pigmentation', 'degree of pigmentation', 'degree of pigmentation', 'male pigmentation', 'skin pigmentation disorder', 'pigment cell', 'developmental pigmentation', 'pigmentation', 'pigmentation', 'pigmentation', 'pigmentation', 'pigmentation', 'pigmentation']	['skos:exactMatch', 'skos:exactMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch']	[0.0, 0.0, 0.3662, 0.4302, 0.4649, 0.4649, 0.4733, 0.4739, 0.4985, 0.4985, 0.5528, 0.5578, 0.5598, 0.5617, 0.5629, 0.5629, 0.5629, 0.5629, 0.5629, 0.5629]	['GO', 'GO', 'MP', 'MP', 'GO', 'GO', 'PATO', 'UNKNOWN', 'PATO', 'PATO', 'GO', 'MONDO', 'CL', 'GO', 'GO', 'GO', 'GO', 'GO', 'GO', 'GO']
METPO:1003022	black pigmented	['http://purl.obolibrary.org/obo/MicrO.owl/MICRO_0002518', 'http://purl.obolibrary.org/obo/GO_0048094', 'http://purl.obolibrary.org/obo/PATO_0002248', 'http://purl.obolibrary.org/obo/GO_0048069', 'http://purl.obolibrary.org/obo/GO_0048069']	['cell pigmentation', 'male pigmentation', 'pigmented', 'eye pigmentation', 'eye pigmentation']	['skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch']	[0.5137, 0.5602, 0.5626, 0.5838, 0.5838]	['UNKNOWN', 'GO', 'PATO', 'GO', 'GO']
METPO:1003023	brown pigmented	['http://purl.obolibrary.org/obo/GO_0048094', 'http://purl.obolibrary.org/obo/MicrO.owl/MICRO_0002518', 'http://purl.obolibrary.org/obo/PATO_0002248', 'http://purl.obolibrary.org/obo/GO_0048069', 'http://purl.obolibrary.org/obo/GO_0048069']	['male pigmentation', 'cell pigmentation', 'pigmented', 'eye pigmentation', 'eye pigmentation']	['skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch']	[0.489, 0.5001, 0.5236, 0.526, 0.526]	['GO', 'UNKNOWN', 'PATO', 'GO', 'GO']
METPO:1003024	cream pigmented	['http://purl.obolibrary.org/obo/MicrO.owl/MICRO_0002518', 'http://purl.obolibrary.org/obo/PATO_0002248', 'http://purl.obolibrary.org/obo/GO_0048069', 'http://purl.obolibrary.org/obo/GO_0048069', 'http://purl.obolibrary.org/obo/MICRO_0000209', 'http://purl.obolibrary.org/obo/GO_0048094', 'http://purl.obolibrary.org/obo/FLOPO_0022676', 'http://purl.obolibrary.org/obo/GO_0033059', 'http://purl.obolibrary.org/obo/GO_0033059', 'http://purl.obolibrary.org/obo/PATO_0000336']	['cell pigmentation', 'pigmented', 'eye pigmentation', 'eye pigmentation', 'pigmented cell', 'male pigmentation', 'connective pigmented', 'cellular pigmentation', 'cellular pigmentation', 'colored']	['skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch']	[0.3766, 0.4421, 0.5063, 0.5063, 0.5086, 0.5254, 0.5402, 0.5927, 0.5927, 0.5996]	['UNKNOWN', 'PATO', 'GO', 'GO', 'MICRO', 'GO', 'FLOPO', 'GO', 'GO', 'PATO']
METPO:1003025	green pigmented	['http://purl.obolibrary.org/obo/MicrO.owl/MICRO_0002518', 'http://purl.obolibrary.org/obo/PATO_0002248', 'http://purl.obolibrary.org/obo/GO_0048094', 'http://purl.obolibrary.org/obo/MICRO_0000209', 'http://purl.obolibrary.org/obo/GO_0048069', 'http://purl.obolibrary.org/obo/GO_0048069', 'http://purl.obolibrary.org/obo/FLOPO_0022676', 'http://purl.obolibrary.org/obo/PATO_0000336']	['cell pigmentation', 'pigmented', 'male pigmentation', 'pigmented cell', 'eye pigmentation', 'eye pigmentation', 'connective pigmented', 'colored']	['skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch']	[0.452, 0.5098, 0.5576, 0.5779, 0.5859, 0.5859, 0.5944, 0.597]	['UNKNOWN', 'PATO', 'GO', 'MICRO', 'GO', 'GO', 'FLOPO', 'PATO']
METPO:1003026	orange pigmented	['http://purl.obolibrary.org/obo/MicrO.owl/MICRO_0002518', 'http://purl.obolibrary.org/obo/GO_0048069', 'http://purl.obolibrary.org/obo/GO_0048069', 'http://purl.obolibrary.org/obo/PATO_0002248', 'http://purl.obolibrary.org/obo/GO_0048094', 'http://purl.obolibrary.org/obo/MICRO_0000209', 'http://purl.obolibrary.org/obo/FLOPO_0022676', 'http://purl.obolibrary.org/obo/PATO_0000336', 'http://purl.obolibrary.org/obo/PATO_0002249']	['cell pigmentation', 'eye pigmentation', 'eye pigmentation', 'pigmented', 'male pigmentation', 'pigmented cell', 'connective pigmented', 'colored', 'unpigmented']	['skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch']	[0.4223, 0.4842, 0.4842, 0.4914, 0.5065, 0.5288, 0.5667, 0.5813, 0.5961]	['UNKNOWN', 'GO', 'GO', 'PATO', 'GO', 'MICRO', 'FLOPO', 'PATO', 'PATO']
METPO:1003027	pink pigmented	['http://purl.obolibrary.org/obo/PATO_0002248', 'http://purl.obolibrary.org/obo/MicrO.owl/MICRO_0002518', 'http://purl.obolibrary.org/obo/GO_0048094', 'http://purl.obolibrary.org/obo/GO_0048069', 'http://purl.obolibrary.org/obo/GO_0048069', 'http://purl.obolibrary.org/obo/MICRO_0000209', 'http://purl.obolibrary.org/obo/PATO_0002247', 'http://purl.obolibrary.org/obo/PATO_0002247', 'http://purl.obolibrary.org/obo/PATO_0000336']	['pigmented', 'cell pigmentation', 'male pigmentation', 'eye pigmentation', 'eye pigmentation', 'pigmented cell', 'degree of pigmentation', 'degree of pigmentation', 'colored']	['skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch']	[0.4474, 0.453, 0.5007, 0.5243, 0.5243, 0.5521, 0.5858, 0.5858, 0.5994]	['PATO', 'UNKNOWN', 'GO', 'GO', 'GO', 'MICRO', 'PATO', 'PATO', 'PATO']
METPO:1003028	red pigmented	['http://purl.obolibrary.org/obo/PATO_0002248', 'http://purl.obolibrary.org/obo/MicrO.owl/MICRO_0002518', 'http://purl.obolibrary.org/obo/MICRO_0000209', 'http://purl.obolibrary.org/obo/GO_0048094', 'http://purl.obolibrary.org/obo/PATO_0000336', 'http://purl.obolibrary.org/obo/FLOPO_0022676', 'http://purl.obolibrary.org/obo/GO_0048069', 'http://purl.obolibrary.org/obo/GO_0048069', 'http://purl.obolibrary.org/obo/PATO_0002249']	['pigmented', 'cell pigmentation', 'pigmented cell', 'male pigmentation', 'colored', 'connective pigmented', 'eye pigmentation', 'eye pigmentation', 'unpigmented']	['skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch']	[0.443, 0.4594, 0.5098, 0.5447, 0.5638, 0.5925, 0.5952, 0.5952, 0.5988]	['PATO', 'UNKNOWN', 'MICRO', 'GO', 'PATO', 'FLOPO', 'GO', 'GO', 'PATO']
METPO:1003029	white pigmented	['http://purl.obolibrary.org/obo/MicrO.owl/MICRO_0002518', 'http://purl.obolibrary.org/obo/GO_0048069', 'http://purl.obolibrary.org/obo/GO_0048069', 'http://purl.obolibrary.org/obo/PATO_0002248', 'http://purl.obolibrary.org/obo/GO_0048094', 'http://purl.obolibrary.org/obo/MICRO_0000209']	['cell pigmentation', 'eye pigmentation', 'eye pigmentation', 'pigmented', 'male pigmentation', 'pigmented cell']	['skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch']	[0.4697, 0.5356, 0.5356, 0.5389, 0.5558, 0.598]	['UNKNOWN', 'GO', 'GO', 'PATO', 'GO', 'MICRO']
METPO:1003030	yellow pigmented	['http://purl.obolibrary.org/obo/MicrO.owl/MICRO_0002518', 'http://purl.obolibrary.org/obo/GO_0048069', 'http://purl.obolibrary.org/obo/GO_0048069', 'http://purl.obolibrary.org/obo/GO_0048094', 'http://purl.obolibrary.org/obo/PATO_0002248', 'http://purl.obolibrary.org/obo/MICRO_0000209']	['cell pigmentation', 'eye pigmentation', 'eye pigmentation', 'male pigmentation', 'pigmented', 'pigmented cell']	['skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch']	[0.4292, 0.4891, 0.4891, 0.527, 0.5333, 0.581]	['UNKNOWN', 'GO', 'GO', 'GO', 'PATO', 'MICRO']
METPO:1003031	carotenoid pigmentation	['http://purl.obolibrary.org/obo/CHEBI_23044', 'http://purl.obolibrary.org/obo/CHEBI_23044', 'http://purl.obolibrary.org/obo/CHEBI_53183', 'http://purl.obolibrary.org/obo/CHEBI_23045', 'http://purl.obolibrary.org/obo/CHEBI_23045', 'http://purl.obolibrary.org/obo/CHEBI_23045', 'http://purl.obolibrary.org/obo/CHEBI_23045', 'http://purl.obolibrary.org/obo/CHEBI_23045', 'http://purl.obolibrary.org/obo/CHEBI_35310', 'http://purl.obolibrary.org/obo/CHEBI_35310', 'http://purl.obolibrary.org/obo/MicrO.owl/MICRO_0002518', 'http://purl.obolibrary.org/obo/CHEBI_139120', 'http://purl.obolibrary.org/obo/CHEBI_139120']	['carotenoid', 'carotenoid', 'apo carotenoid', 'carotenol', 'carotenol', 'carotenol', 'carotenol', 'carotenol', 'carotenone', 'carotenone', 'cell pigmentation', 'carotenoid beta-end derivative', 'carotenoid beta-end derivative']	['skos:relatedMatch', 'skos:relatedMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch', 'skos:broadMatch']	[0.3494, 0.3495, 0.5187, 0.5346, 0.5346, 0.5346, 0.5346, 0.5346, 0.5503, 0.5503, 0.5676, 0.5743, 0.5743]	['CHEBI', 'CHEBI', 'CHEBI', 'CHEBI', 'CHEBI', 'CHEBI', 'CHEBI', 'CHEBI', 'CHEBI', 'CHEBI', 'UNKNOWN', 'CHEBI', 'CHEBI']
