card_id	trait_name	mapping_kind	base_category	substrate_label	predicate_positive_id	predicate_positive_label	predicate_negative_id	predicate_negative_label	substrate_chebi_ids	process_curies	matched_process_metpo	status	trait_format	curie_count	usable_external_curies
hydrolysis-4-nitrophenyl-beta-d-glucuronide	hydrolysis: 4-nitrophenyl beta-D-glucuronide	composed	hydrolysis	4-nitrophenyl beta-D-glucuronide	METPO:2000013	hydrolyzes	METPO:2000039	does not hydrolyze	CHEBI:90146	GO:0016787		resolved_with_notes	composed_boolean	2	CHEBI; GO
hydrolysis-4-nitrophenyl-beta-d-xylopyranoside	hydrolysis: 4-nitrophenyl beta-D-xylopyranoside	composed	hydrolysis	4-nitrophenyl beta-D-xylopyranoside	METPO:2000013	hydrolyzes	METPO:2000039	does not hydrolyze	CHEBI:90148	GO:0016787		resolved_with_notes	composed_boolean	2	CHEBI; GO
hydrolysis-4-nitrophenyl-n-acetyl-beta-d-glucosaminide	hydrolysis: 4-nitrophenyl N-acetyl-beta-D-glucosaminide	composed	hydrolysis	4-nitrophenyl N-acetyl-beta-D-glucosaminide	METPO:2000013	hydrolyzes	METPO:2000039	does not hydrolyze	CHEBI:90343	GO:0016787		resolved_with_notes	composed_boolean	2	CHEBI; GO
hydrolysis-4-nitrophenyl-phosphate	hydrolysis: 4-nitrophenyl phosphate	composed	hydrolysis	4-nitrophenyl phosphate	METPO:2000013	hydrolyzes	METPO:2000039	does not hydrolyze	CHEBI:17440	GO:0016787		resolved_with_notes	composed_boolean	2	CHEBI; GO
hydrolysis-4-nitrophenyl-alpha-d-maltopyranoside	hydrolysis: 4-nitrophenyl-alpha-D-maltopyranoside	composed	hydrolysis	4-nitrophenyl-alpha-D-maltopyranoside	METPO:2000013	hydrolyzes	METPO:2000039	does not hydrolyze		GO:0016787		missing_chebi; missing_process_term	composed_boolean	1	GO
hydrolysis-4-nitrophenyl-beta-d-galactoside	hydrolysis: 4-nitrophenyl-beta-D-galactoside	composed	hydrolysis	4-nitrophenyl-beta-D-galactoside	METPO:2000013	hydrolyzes	METPO:2000039	does not hydrolyze	CHEBI:355715	GO:0016787		resolved_with_notes	composed_boolean	2	CHEBI; GO
hydrolysis-5-dehydro-d-gluconate	hydrolysis: 5-dehydro-D-gluconate	composed	hydrolysis	5-dehydro-D-gluconate	METPO:2000013	hydrolyzes	METPO:2000039	does not hydrolyze	CHEBI:58143	GO:0016787		resolved_with_notes	composed_boolean	2	CHEBI; GO
hydrolysis-acetamide	hydrolysis: acetamide	composed	hydrolysis	acetamide	METPO:2000013	hydrolyzes	METPO:2000039	does not hydrolyze	CHEBI:27856	GO:0016787		resolved_with_notes	composed_boolean	2	CHEBI; GO
hydrolysis-acetoin	hydrolysis: acetoin	composed	hydrolysis	acetoin	METPO:2000013	hydrolyzes	METPO:2000039	does not hydrolyze	CHEBI:15688	GO:0016787		resolved_with_notes	composed_boolean	2	CHEBI; GO
hydrolysis-adenine	hydrolysis: adenine	composed	hydrolysis	adenine	METPO:2000013	hydrolyzes	METPO:2000039	does not hydrolyze	CHEBI:16708	GO:0016787		resolved_with_notes	composed_boolean	2	CHEBI; GO
hydrolysis-adipate	hydrolysis: adipate	composed	hydrolysis	adipate	METPO:2000013	hydrolyzes	METPO:2000039	does not hydrolyze	CHEBI:17128	GO:0016787		resolved_with_notes	composed_boolean	2	CHEBI; GO
hydrolysis-agar	hydrolysis: agar	composed	hydrolysis	agar	METPO:2000013	hydrolyzes	METPO:2000039	does not hydrolyze	CHEBI:2509	GO:0016787		resolved_with_notes	composed_boolean	2	CHEBI; GO
hydrolysis-agarose	hydrolysis: agarose	composed	hydrolysis	agarose	METPO:2000013	hydrolyzes	METPO:2000039	does not hydrolyze	CHEBI:2511	GO:0016787		resolved_with_notes	composed_boolean	2	CHEBI; GO
hydrolysis-alginate	hydrolysis: alginate	composed	hydrolysis	alginate	METPO:2000013	hydrolyzes	METPO:2000039	does not hydrolyze	CHEBI:58187	GO:0016787		resolved_with_notes	composed_boolean	2	CHEBI; GO
hydrolysis-allantoin	hydrolysis: allantoin	composed	hydrolysis	allantoin	METPO:2000013	hydrolyzes	METPO:2000039	does not hydrolyze	CHEBI:15676	GO:0016787		resolved_with_notes	composed_boolean	2	CHEBI; GO
hydrolysis-alpha-cyclodextrin	hydrolysis: alpha-cyclodextrin	composed	hydrolysis	alpha-cyclodextrin	METPO:2000013	hydrolyzes	METPO:2000039	does not hydrolyze	CHEBI:40585	GO:0016787		resolved_with_notes	composed_boolean	2	CHEBI; GO
hydrolysis-alpha-l-rhamnose	hydrolysis: alpha-L-rhamnose	composed	hydrolysis	alpha-L-rhamnose	METPO:2000013	hydrolyzes	METPO:2000039	does not hydrolyze	CHEBI:27907	GO:0016787		resolved_with_notes	composed_boolean	2	CHEBI; GO
hydrolysis-amygdalin	hydrolysis: amygdalin	composed	hydrolysis	amygdalin	METPO:2000013	hydrolyzes	METPO:2000039	does not hydrolyze	CHEBI:27613	GO:0016787		resolved_with_notes	composed_boolean	2	CHEBI; GO
hydrolysis-arabinogalactan	hydrolysis: arabinogalactan	composed	hydrolysis	arabinogalactan	METPO:2000013	hydrolyzes	METPO:2000039	does not hydrolyze	CHEBI:27569	GO:0016787		resolved_with_notes	composed_boolean	2	CHEBI; GO
hydrolysis-arabinose	hydrolysis: arabinose	composed	hydrolysis	arabinose	METPO:2000013	hydrolyzes	METPO:2000039	does not hydrolyze	CHEBI:22599	GO:0016787		resolved_with_notes	composed_boolean	2	CHEBI; GO
hydrolysis-arbutin	hydrolysis: arbutin	composed	hydrolysis	arbutin	METPO:2000013	hydrolyzes	METPO:2000039	does not hydrolyze	CHEBI:18305	GO:0016787		resolved_with_notes	composed_boolean	2	CHEBI; GO
hydrolysis-arginine	hydrolysis: arginine	composed	hydrolysis	arginine	METPO:2000013	hydrolyzes	METPO:2000039	does not hydrolyze	CHEBI:29016	GO:0016787		resolved_with_notes	composed_boolean	2	CHEBI; GO
hydrolysis-benzoate	hydrolysis: benzoate	composed	hydrolysis	benzoate	METPO:2000013	hydrolyzes	METPO:2000039	does not hydrolyze	CHEBI:16150	GO:0016787		resolved_with_notes	composed_boolean	2	CHEBI; GO
hydrolysis-beta-d-galactoside	hydrolysis: beta-D-galactoside	composed	hydrolysis	beta-D-galactoside	METPO:2000013	hydrolyzes	METPO:2000039	does not hydrolyze	CHEBI:28034	GO:0016787		resolved_with_notes	composed_boolean	2	CHEBI; GO
hydrolysis-beta-gentiobiose	hydrolysis: beta-gentiobiose	composed	hydrolysis	beta-gentiobiose	METPO:2000013	hydrolyzes	METPO:2000039	does not hydrolyze	CHEBI:71422	GO:0016787		resolved_with_notes	composed_boolean	2	CHEBI; GO
hydrolysis-bis-4-nitrophenyl-phosphate	hydrolysis: bis-4-nitrophenyl phosphate	composed	hydrolysis	bis-4-nitrophenyl phosphate	METPO:2000013	hydrolyzes	METPO:2000039	does not hydrolyze	CHEBI:3122	GO:0016787		resolved_with_notes	composed_boolean	2	CHEBI; GO
hydrolysis-bis-4-nitrophenyl-phenyl-phosphonate	hydrolysis: bis-4-nitrophenyl-phenyl phosphonate	composed	hydrolysis	bis-4-nitrophenyl-phenyl phosphonate	METPO:2000013	hydrolyzes	METPO:2000039	does not hydrolyze	CHEBI:91050	GO:0016787		resolved_with_notes	composed_boolean	2	CHEBI; GO
hydrolysis-bis-4-nitrophenyl-phosphorylcholine	hydrolysis: bis-4-nitrophenyl-phosphorylcholine	composed	hydrolysis	bis-4-nitrophenyl-phosphorylcholine	METPO:2000013	hydrolyzes	METPO:2000039	does not hydrolyze	CHEBI:55394	GO:0016787		resolved_with_notes	composed_boolean	2	CHEBI; GO
hydrolysis-carboxymethylcellulose	hydrolysis: carboxymethylcellulose	composed	hydrolysis	carboxymethylcellulose	METPO:2000013	hydrolyzes	METPO:2000039	does not hydrolyze	CHEBI:85146	GO:0016787		resolved_with_notes	composed_boolean	2	CHEBI; GO
hydrolysis-carrageenan	hydrolysis: carrageenan	composed	hydrolysis	carrageenan	METPO:2000013	hydrolyzes	METPO:2000039	does not hydrolyze	CHEBI:3435	GO:0016787		resolved_with_notes	composed_boolean	2	CHEBI; GO
hydrolysis-casein	hydrolysis: casein	composed	hydrolysis	casein	METPO:2000013	hydrolyzes	METPO:2000039	does not hydrolyze		GO:0016787		missing_chebi; missing_process_term	composed_boolean	1	GO
hydrolysis-casein-hydrolysate	hydrolysis: casein hydrolysate	composed	hydrolysis	casein hydrolysate	METPO:2000013	hydrolyzes	METPO:2000039	does not hydrolyze		GO:0016787		missing_chebi; missing_process_term	composed_boolean	1	GO
hydrolysis-cationic-chitosan	hydrolysis: cationic chitosan	composed	hydrolysis	cationic chitosan	METPO:2000013	hydrolyzes	METPO:2000039	does not hydrolyze	CHEBI:57704	GO:0016787		resolved_with_notes	composed_boolean	2	CHEBI; GO
hydrolysis-cellobiose	hydrolysis: cellobiose	composed	hydrolysis	cellobiose	METPO:2000013	hydrolyzes	METPO:2000039	does not hydrolyze	CHEBI:17057	GO:0016787		resolved_with_notes	composed_boolean	2	CHEBI; GO
hydrolysis-cellulose	hydrolysis: cellulose	composed	hydrolysis	cellulose	METPO:2000013	hydrolyzes	METPO:2000039	does not hydrolyze	CHEBI:62968	GO:0016787		resolved_with_notes	composed_boolean	2	CHEBI; GO
hydrolysis-chitin	hydrolysis: chitin	composed	hydrolysis	chitin	METPO:2000013	hydrolyzes	METPO:2000039	does not hydrolyze	CHEBI:17029	GO:0016787		resolved_with_notes	composed_boolean	2	CHEBI; GO
hydrolysis-chitosan	hydrolysis: chitosan	composed	hydrolysis	chitosan	METPO:2000013	hydrolyzes	METPO:2000039	does not hydrolyze	CHEBI:16261	GO:0016787		resolved_with_notes	composed_boolean	2	CHEBI; GO
hydrolysis-chondroitin-sulfate	hydrolysis: chondroitin sulfate	composed	hydrolysis	chondroitin sulfate	METPO:2000013	hydrolyzes	METPO:2000039	does not hydrolyze	CHEBI:37397	GO:0016787		resolved_with_notes	composed_boolean	2	CHEBI; GO
hydrolysis-citrate	hydrolysis: citrate	composed	hydrolysis	citrate	METPO:2000013	hydrolyzes	METPO:2000039	does not hydrolyze	CHEBI:16947	GO:0016787		resolved_with_notes	composed_boolean	2	CHEBI; GO
hydrolysis-collagen	hydrolysis: collagen	composed	hydrolysis	collagen	METPO:2000013	hydrolyzes	METPO:2000039	does not hydrolyze	CHEBI:3815	GO:0016787		resolved_with_notes	composed_boolean	2	CHEBI; GO
hydrolysis-corn-oil	hydrolysis: corn oil	composed	hydrolysis	corn oil	METPO:2000013	hydrolyzes	METPO:2000039	does not hydrolyze		GO:0016787		missing_chebi; missing_process_term	composed_boolean	1	GO
hydrolysis-crab-shell-chitin	hydrolysis: crab shell chitin	composed	hydrolysis	crab shell chitin	METPO:2000013	hydrolyzes	METPO:2000039	does not hydrolyze		GO:0016787		missing_chebi; missing_process_term	composed_boolean	1	GO
hydrolysis-crystalline-cellulose	hydrolysis: crystalline cellulose	composed	hydrolysis	crystalline cellulose	METPO:2000013	hydrolyzes	METPO:2000039	does not hydrolyze		GO:0016787		missing_chebi; missing_process_term	composed_boolean	1	GO
hydrolysis-d-arabinose	hydrolysis: D-arabinose	composed	hydrolysis	D-arabinose	METPO:2000013	hydrolyzes	METPO:2000039	does not hydrolyze	CHEBI:17108	GO:0016787		resolved_with_notes	composed_boolean	2	CHEBI; GO
hydrolysis-d-fructose	hydrolysis: D-fructose	composed	hydrolysis	D-fructose	METPO:2000013	hydrolyzes	METPO:2000039	does not hydrolyze	CHEBI:15824	GO:0016787		resolved_with_notes	composed_boolean	2	CHEBI; GO
hydrolysis-d-fucose	hydrolysis: D-fucose	composed	hydrolysis	D-fucose	METPO:2000013	hydrolyzes	METPO:2000039	does not hydrolyze	CHEBI:28847	GO:0016787		resolved_with_notes	composed_boolean	2	CHEBI; GO
hydrolysis-d-glucose	hydrolysis: D-glucose	composed	hydrolysis	D-glucose	METPO:2000013	hydrolyzes	METPO:2000039	does not hydrolyze	CHEBI:17634	GO:0016787		resolved_with_notes	composed_boolean	2	CHEBI; GO
hydrolysis-d-lyxose	hydrolysis: D-lyxose	composed	hydrolysis	D-lyxose	METPO:2000013	hydrolyzes	METPO:2000039	does not hydrolyze	CHEBI:62318	GO:0016787		resolved_with_notes	composed_boolean	2	CHEBI; GO
hydrolysis-d-mannitol	hydrolysis: D-mannitol	composed	hydrolysis	D-mannitol	METPO:2000013	hydrolyzes	METPO:2000039	does not hydrolyze	CHEBI:16899	GO:0016787		resolved_with_notes	composed_boolean	2	CHEBI; GO
hydrolysis-d-mannose	hydrolysis: D-mannose	composed	hydrolysis	D-mannose	METPO:2000013	hydrolyzes	METPO:2000039	does not hydrolyze	CHEBI:16024	GO:0016787		resolved_with_notes	composed_boolean	2	CHEBI; GO
hydrolysis-d-ribose	hydrolysis: D-ribose	composed	hydrolysis	D-ribose	METPO:2000013	hydrolyzes	METPO:2000039	does not hydrolyze	CHEBI:16988	GO:0016787		resolved_with_notes	composed_boolean	2	CHEBI; GO
hydrolysis-d-sorbitol	hydrolysis: D-sorbitol	composed	hydrolysis	D-sorbitol	METPO:2000013	hydrolyzes	METPO:2000039	does not hydrolyze	CHEBI:17924	GO:0016787		resolved_with_notes	composed_boolean	2	CHEBI; GO
hydrolysis-d-tagatose	hydrolysis: D-tagatose	composed	hydrolysis	D-tagatose	METPO:2000013	hydrolyzes	METPO:2000039	does not hydrolyze	CHEBI:16443	GO:0016787		resolved_with_notes	composed_boolean	2	CHEBI; GO
hydrolysis-d-xylose	hydrolysis: D-xylose	composed	hydrolysis	D-xylose	METPO:2000013	hydrolyzes	METPO:2000039	does not hydrolyze	CHEBI:65327	GO:0016787		resolved_with_notes	composed_boolean	2	CHEBI; GO
hydrolysis-dextran	hydrolysis: dextran	composed	hydrolysis	dextran	METPO:2000013	hydrolyzes	METPO:2000039	does not hydrolyze	CHEBI:52071	GO:0016787		resolved_with_notes	composed_boolean	2	CHEBI; GO
hydrolysis-dextrin	hydrolysis: dextrin	composed	hydrolysis	dextrin	METPO:2000013	hydrolyzes	METPO:2000039	does not hydrolyze	CHEBI:23652	GO:0016787		resolved_with_notes	composed_boolean	2	CHEBI; GO
hydrolysis-dna	hydrolysis: dna	composed	hydrolysis	dna	METPO:2000013	hydrolyzes	METPO:2000039	does not hydrolyze	CHEBI:16991	GO:0016787		resolved_with_notes	composed_boolean	2	CHEBI; GO
hydrolysis-egg-yolk	hydrolysis: egg yolk	composed	hydrolysis	egg yolk	METPO:2000013	hydrolyzes	METPO:2000039	does not hydrolyze		GO:0016787		missing_chebi; missing_process_term	composed_boolean	1	GO
hydrolysis-elastin	hydrolysis: elastin	composed	hydrolysis	elastin	METPO:2000013	hydrolyzes	METPO:2000039	does not hydrolyze	CHEBI:4767	GO:0016787		resolved_with_notes	composed_boolean	2	CHEBI; GO
hydrolysis-esculin	hydrolysis: esculin	composed	hydrolysis	esculin	METPO:2000013	hydrolyzes	METPO:2000039	does not hydrolyze	CHEBI:4853	GO:0016787		resolved_with_notes	composed_boolean	2	CHEBI; GO
hydrolysis-esculin-ferric-citrate	hydrolysis: esculin ferric citrate	composed	hydrolysis	esculin ferric citrate	METPO:2000013	hydrolyzes	METPO:2000039	does not hydrolyze		GO:0016787		missing_chebi; missing_process_term	composed_boolean	1	GO
hydrolysis-ferric-citrate	hydrolysis: ferric citrate	composed	hydrolysis	ferric citrate	METPO:2000013	hydrolyzes	METPO:2000039	does not hydrolyze	CHEBI:31605	GO:0016787		resolved_with_notes	composed_boolean	2	CHEBI; GO
hydrolysis-fucoidan	hydrolysis: fucoidan	composed	hydrolysis	fucoidan	METPO:2000013	hydrolyzes	METPO:2000039	does not hydrolyze	CHEBI:5181	GO:0016787		resolved_with_notes	composed_boolean	2	CHEBI; GO
hydrolysis-galactose	hydrolysis: galactose	composed	hydrolysis	galactose	METPO:2000013	hydrolyzes	METPO:2000039	does not hydrolyze	CHEBI:28260	GO:0016787		resolved_with_notes	composed_boolean	2	CHEBI; GO
hydrolysis-gamma-cyclodextrin	hydrolysis: gamma-cyclodextrin	composed	hydrolysis	gamma-cyclodextrin	METPO:2000013	hydrolyzes	METPO:2000039	does not hydrolyze	CHEBI:495056	GO:0016787		resolved_with_notes	composed_boolean	2	CHEBI; GO
hydrolysis-gelatin	hydrolysis: gelatin	composed	hydrolysis	gelatin	METPO:2000013	hydrolyzes	METPO:2000039	does not hydrolyze	CHEBI:5291	GO:0016787		resolved_with_notes	composed_boolean	2	CHEBI; GO
hydrolysis-gluconate	hydrolysis: gluconate	composed	hydrolysis	gluconate	METPO:2000013	hydrolyzes	METPO:2000039	does not hydrolyze	CHEBI:24265	GO:0016787		resolved_with_notes	composed_boolean	2	CHEBI; GO
hydrolysis-guanine	hydrolysis: guanine	composed	hydrolysis	guanine	METPO:2000013	hydrolyzes	METPO:2000039	does not hydrolyze	CHEBI:16235	GO:0016787		resolved_with_notes	composed_boolean	2	CHEBI; GO
hydrolysis-hippurate	hydrolysis: hippurate	composed	hydrolysis	hippurate	METPO:2000013	hydrolyzes	METPO:2000039	does not hydrolyze	CHEBI:606565	GO:0016787		resolved_with_notes	composed_boolean	2	CHEBI; GO
hydrolysis-hydrogen-sulfide	hydrolysis: hydrogen sulfide	composed	hydrolysis	hydrogen sulfide	METPO:2000013	hydrolyzes	METPO:2000039	does not hydrolyze	CHEBI:16136	GO:0016787		resolved_with_notes	composed_boolean	2	CHEBI; GO
hydrolysis-hydroxyethylcellulose	hydrolysis: hydroxyethylcellulose	composed	hydrolysis	hydroxyethylcellulose	METPO:2000013	hydrolyzes	METPO:2000039	does not hydrolyze	CHEBI:85249	GO:0016787		resolved_with_notes	composed_boolean	2	CHEBI; GO
hydrolysis-hypoxanthine	hydrolysis: hypoxanthine	composed	hydrolysis	hypoxanthine	METPO:2000013	hydrolyzes	METPO:2000039	does not hydrolyze	CHEBI:17368	GO:0016787		resolved_with_notes	composed_boolean	2	CHEBI; GO
hydrolysis-indoxyl-acetate	hydrolysis: indoxyl acetate	composed	hydrolysis	indoxyl acetate	METPO:2000013	hydrolyzes	METPO:2000039	does not hydrolyze		GO:0016787		missing_chebi; missing_process_term	composed_boolean	1	GO
hydrolysis-l-arginine	hydrolysis: L-arginine	composed	hydrolysis	L-arginine	METPO:2000013	hydrolyzes	METPO:2000039	does not hydrolyze	CHEBI:16467	GO:0016787		resolved_with_notes	composed_boolean	2	CHEBI; GO
hydrolysis-l-tryptophan	hydrolysis: L-tryptophan	composed	hydrolysis	L-tryptophan	METPO:2000013	hydrolyzes	METPO:2000039	does not hydrolyze	CHEBI:16828	GO:0016787		resolved_with_notes	composed_boolean	2	CHEBI; GO
hydrolysis-l-tyrosine	hydrolysis: L-tyrosine	composed	hydrolysis	L-tyrosine	METPO:2000013	hydrolyzes	METPO:2000039	does not hydrolyze	CHEBI:17895	GO:0016787		resolved_with_notes	composed_boolean	2	CHEBI; GO
hydrolysis-lecithin	hydrolysis: lecithin	composed	hydrolysis	lecithin	METPO:2000013	hydrolyzes	METPO:2000039	does not hydrolyze	CHEBI:61995	GO:0016787		resolved_with_notes	composed_boolean	2	CHEBI; GO
hydrolysis-malate	hydrolysis: malate	composed	hydrolysis	malate	METPO:2000013	hydrolyzes	METPO:2000039	does not hydrolyze	CHEBI:25115	GO:0016787		resolved_with_notes	composed_boolean	2	CHEBI; GO
hydrolysis-milk	hydrolysis: milk	composed	hydrolysis	milk	METPO:2000013	hydrolyzes	METPO:2000039	does not hydrolyze		GO:0016787		missing_chebi; missing_process_term	composed_boolean	1	GO
hydrolysis-n-acetylglucosamine	hydrolysis: N-acetylglucosamine	composed	hydrolysis	N-acetylglucosamine	METPO:2000013	hydrolyzes	METPO:2000039	does not hydrolyze	CHEBI:59640	GO:0016787		resolved_with_notes	composed_boolean	2	CHEBI; GO
hydrolysis-nitrate	hydrolysis: nitrate	composed	hydrolysis	nitrate	METPO:2000013	hydrolyzes	METPO:2000039	does not hydrolyze	CHEBI:17632	GO:0016787		resolved_with_notes	composed_boolean	2	CHEBI; GO
hydrolysis-o-nitrophenyl-beta-d-galactopyranosid	hydrolysis: O-nitrophenyl-beta-D-galactopyranosid	composed	hydrolysis	O-nitrophenyl-beta-D-galactopyranosid	METPO:2000013	hydrolyzes	METPO:2000039	does not hydrolyze	CHEBI:90144	GO:0016787		resolved_with_notes	composed_boolean	2	CHEBI; GO
