card_id	name	type	ontology_curies	ontology_urls	description
electron-acceptor-chromate	electron acceptor: chromate	boolean	CHEBI:17654; CHEBI:35404	https://www.ebi.ac.uk/ols/ontologies/chebi/terms?obo_id=CHEBI%3A17654; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:35404	A substance to which an electron may be transferred.
electron-acceptor-cysteine	electron acceptor: cysteine	boolean	CHEBI:17654; CHEBI:15356	https://www.ebi.ac.uk/ols/ontologies/chebi/terms?obo_id=CHEBI%3A17654; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:15356	A substance to which an electron may be transferred.
electron-acceptor-dihydrogen	electron acceptor: dihydrogen	boolean	CHEBI:17654; CHEBI:18276	https://www.ebi.ac.uk/ols/ontologies/chebi/terms?obo_id=CHEBI%3A17654; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:18276	A substance to which an electron may be transferred.
electron-acceptor-dimethyl-sulfide	electron acceptor: dimethyl sulfide	boolean	CHEBI:17654; CHEBI:17437	https://www.ebi.ac.uk/ols/ontologies/chebi/terms?obo_id=CHEBI%3A17654; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:17437	A substance to which an electron may be transferred.
electron-acceptor-dimethyl-sulfoxide	electron acceptor: dimethyl sulfoxide	boolean	CHEBI:17654; CHEBI:28262	https://www.ebi.ac.uk/ols/ontologies/chebi/terms?obo_id=CHEBI%3A17654; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:28262	A substance to which an electron may be transferred.
electron-acceptor-dinitrogen-oxide	electron acceptor: dinitrogen oxide	boolean	CHEBI:17654; CHEBI:17045	https://www.ebi.ac.uk/ols/ontologies/chebi/terms?obo_id=CHEBI%3A17654; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:17045	A substance to which an electron may be transferred.
electron-acceptor-dioxygen	electron acceptor: dioxygen	boolean	CHEBI:17654; CHEBI:15379	https://www.ebi.ac.uk/ols/ontologies/chebi/terms?obo_id=CHEBI%3A17654; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:15379	A substance to which an electron may be transferred.
electron-acceptor-dithionite	electron acceptor: dithionite	boolean	CHEBI:17654; CHEBI:42160	https://www.ebi.ac.uk/ols/ontologies/chebi/terms?obo_id=CHEBI%3A17654; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:42160	A substance to which an electron may be transferred.
electron-acceptor-elemental-sulfur	electron acceptor: elemental sulfur	boolean	CHEBI:17654; CHEBI:33403	https://www.ebi.ac.uk/ols/ontologies/chebi/terms?obo_id=CHEBI%3A17654; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:33403	A substance to which an electron may be transferred.
electron-acceptor-ethylenediaminetetraacetatoferrate	electron acceptor: ethylenediaminetetraacetatoferrate	boolean	CHEBI:17654; CHEBI:30729	https://www.ebi.ac.uk/ols/ontologies/chebi/terms?obo_id=CHEBI%3A17654; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:30729	A substance to which an electron may be transferred.
electron-acceptor-fe-iii-citrate	electron acceptor: fe(iii) citrate	boolean	CHEBI:17654	https://www.ebi.ac.uk/ols/ontologies/chebi/terms?obo_id=CHEBI%3A17654	A substance to which an electron may be transferred.
electron-acceptor-ferric-citrate	electron acceptor: ferric citrate	boolean	CHEBI:17654; CHEBI:31605	https://www.ebi.ac.uk/ols/ontologies/chebi/terms?obo_id=CHEBI%3A17654; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:31605	A substance to which an electron may be transferred.
electron-acceptor-ferric-iron	electron acceptor: ferric iron	boolean	CHEBI:17654; CHEBI:29034	https://www.ebi.ac.uk/ols/ontologies/chebi/terms?obo_id=CHEBI%3A17654; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:29034	A substance to which an electron may be transferred.
electron-acceptor-ferric-oxide	electron acceptor: ferric oxide	boolean	CHEBI:17654; CHEBI:50819	https://www.ebi.ac.uk/ols/ontologies/chebi/terms?obo_id=CHEBI%3A17654; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:50819	A substance to which an electron may be transferred.
electron-acceptor-ferrihydrite	electron acceptor: ferrihydrite	boolean	CHEBI:17654	https://www.ebi.ac.uk/ols/ontologies/chebi/terms?obo_id=CHEBI%3A17654	A substance to which an electron may be transferred.
electron-acceptor-fumarate	electron acceptor: fumarate	boolean	CHEBI:17654; CHEBI:29806	https://www.ebi.ac.uk/ols/ontologies/chebi/terms?obo_id=CHEBI%3A17654; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:29806	A substance to which an electron may be transferred.
electron-acceptor-glutamate	electron acceptor: glutamate	boolean	CHEBI:17654; CHEBI:29987	https://www.ebi.ac.uk/ols/ontologies/chebi/terms?obo_id=CHEBI%3A17654; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:29987	A substance to which an electron may be transferred.
electron-acceptor-iron	electron acceptor: iron	boolean	CHEBI:17654; CHEBI:18248	https://www.ebi.ac.uk/ols/ontologies/chebi/terms?obo_id=CHEBI%3A17654; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:18248	A substance to which an electron may be transferred.
electron-acceptor-iron-trichloride	electron acceptor: iron trichloride	boolean	CHEBI:17654; CHEBI:30808	https://www.ebi.ac.uk/ols/ontologies/chebi/terms?obo_id=CHEBI%3A17654; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:30808	A substance to which an electron may be transferred.
electron-acceptor-manganese	electron acceptor: manganese	boolean	CHEBI:17654; CHEBI:18291	https://www.ebi.ac.uk/ols/ontologies/chebi/terms?obo_id=CHEBI%3A17654; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:18291	A substance to which an electron may be transferred.
electron-acceptor-manganese-dioxide	electron acceptor: manganese dioxide	boolean	CHEBI:17654	https://www.ebi.ac.uk/ols/ontologies/chebi/terms?obo_id=CHEBI%3A17654	A substance to which an electron may be transferred.
electron-acceptor-methanol	electron acceptor: methanol	boolean	CHEBI:17654; CHEBI:17790	https://www.ebi.ac.uk/ols/ontologies/chebi/terms?obo_id=CHEBI%3A17654; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:17790	A substance to which an electron may be transferred.
electron-acceptor-methylamine	electron acceptor: methylamine	boolean	CHEBI:17654; CHEBI:16830	https://www.ebi.ac.uk/ols/ontologies/chebi/terms?obo_id=CHEBI%3A17654; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:16830	A substance to which an electron may be transferred.
nitrification	nitrification	boolean	OMIT:0027217	https://www.ebi.ac.uk/ols/ontologies/omit/terms?obo_id=OMIT%3A0027217	Nitrification
nitrogen-fixation	nitrogen fixation	boolean	GO:0009399	https://www.ebi.ac.uk/ols/ontologies/go/terms?obo_id=GO%3A0009399	The process in which nitrogen is taken from its relatively inert molecular form (N2) in the atmosphere and converted into ammonium, which is more biologically available.
ammonification-nitrate	ammonification: nitrate	boolean	GO:0071941; CHEBI:17632	https://www.ebi.ac.uk/ols/ontologies/go/terms?obo_id=GO%3A0071941; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:17632	A nitrogen compound metabolic process that contributes to the nitrogen cycle. The nitrogen cycle is a series of metabolic pathways by which nitrogen is converted between various forms and redox states
ammonification-nitrite	ammonification: nitrite	boolean	GO:0071941; CHEBI:16301	https://www.ebi.ac.uk/ols/ontologies/go/terms?obo_id=GO%3A0071941; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:16301	A nitrogen compound metabolic process that contributes to the nitrogen cycle. The nitrogen cycle is a series of metabolic pathways by which nitrogen is converted between various forms and redox states
denitrification-nitrate	denitrification: nitrate	boolean	GO:0019333; CHEBI:17632	https://www.ebi.ac.uk/ols/ontologies/go/terms?obo_id=GO%3A0019333; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:17632	The reduction of nitrate to dinitrogen by four reduction reactions: nitrate reduced to nitrite, then to nitric oxide, then to nitrous oxide, and finally to dinitrogen.
denitrification-nitrite	denitrification: nitrite	boolean	GO:0019333; CHEBI:16301	https://www.ebi.ac.uk/ols/ontologies/go/terms?obo_id=GO%3A0019333; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:16301	The reduction of nitrate to dinitrogen by four reduction reactions: nitrate reduced to nitrite, then to nitric oxide, then to nitrous oxide, and finally to dinitrogen.
denitrification-nitrous-oxide	denitrification: nitrous oxide	boolean	GO:0019333; SNOMED:111132001	https://www.ebi.ac.uk/ols/ontologies/go/terms?obo_id=GO%3A0019333; https://www.ebi.ac.uk/ols/ontologies/snomed/terms?obo_id=SNOMED%3A111132001	The reduction of nitrate to dinitrogen by four reduction reactions: nitrate reduced to nitrite, then to nitric oxide, then to nitrous oxide, and finally to dinitrogen.
denitrification-pathway	denitrification pathway	boolean	GO:0019333	https://www.ebi.ac.uk/ols/ontologies/go/terms?obo_id=GO%3A0019333	The reduction of nitrate to dinitrogen by four reduction reactions: nitrate reduced to nitrite, then to nitric oxide, then to nitrous oxide, and finally to dinitrogen.
electron-acceptor-nitrate	electron acceptor: nitrate	boolean	CHEBI:17654; CHEBI:17632	https://www.ebi.ac.uk/ols/ontologies/chebi/terms?obo_id=CHEBI%3A17654; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:17632	A substance to which an electron may be transferred.
electron-acceptor-nitrite	electron acceptor: nitrite	boolean	CHEBI:17654; CHEBI:16301	https://www.ebi.ac.uk/ols/ontologies/chebi/terms?obo_id=CHEBI%3A17654; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:16301	A substance to which an electron may be transferred.
electron-acceptor-sulfate	electron acceptor: sulfate	boolean	CHEBI:17654; CHEBI:16189	https://www.ebi.ac.uk/ols/ontologies/chebi/terms?obo_id=CHEBI%3A17654; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:16189	A substance to which an electron may be transferred.
electron-acceptor-sulfite	electron acceptor: sulfite	boolean	CHEBI:17654; CHEBI:17359	https://www.ebi.ac.uk/ols/ontologies/chebi/terms?obo_id=CHEBI%3A17654; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:17359	A substance to which an electron may be transferred.
electron-acceptor-tetrathionate	electron acceptor: tetrathionate	boolean	CHEBI:17654; CHEBI:15226	https://www.ebi.ac.uk/ols/ontologies/chebi/terms?obo_id=CHEBI%3A17654; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:15226	A substance to which an electron may be transferred.
electron-acceptor-sulfur-compounds	electron acceptor: sulfur compounds	boolean	CHEBI:17654; CHEBI:26833	https://www.ebi.ac.uk/ols/ontologies/chebi/terms?obo_id=CHEBI%3A17654; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:26833	A substance to which an electron may be transferred.
electron-acceptor-thiosulfate	electron acceptor: thiosulfate	boolean	CHEBI:17654; CHEBI:16094	https://www.ebi.ac.uk/ols/ontologies/chebi/terms?obo_id=CHEBI%3A17654; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:16094	A substance to which an electron may be transferred.
electron-donor-1-2-propandiol	electron donor: 1,2-propandiol	boolean	CHEBI:15022; CHEBI:16997	https://www.ebi.ac.uk/ols/ontologies/chebi/terms?obo_id=CHEBI%3A15022; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:16997	A molecular entity that can transfer an electron to another molecular entity.
electron-donor-2-oxoglutarate	electron donor: 2-oxoglutarate	boolean	CHEBI:15022; CHEBI:30916	https://www.ebi.ac.uk/ols/ontologies/chebi/terms?obo_id=CHEBI%3A15022; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:30916	A molecular entity that can transfer an electron to another molecular entity.
electron-donor-2-propanol	electron donor: 2-propanol	boolean	CHEBI:15022; CHEBI:17824	https://www.ebi.ac.uk/ols/ontologies/chebi/terms?obo_id=CHEBI%3A15022; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:17824	A molecular entity that can transfer an electron to another molecular entity.
electron-donor-acetate	electron donor: acetate	boolean	CHEBI:15022; CHEBI:30089	https://www.ebi.ac.uk/ols/ontologies/chebi/terms?obo_id=CHEBI%3A15022; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:30089	A molecular entity that can transfer an electron to another molecular entity.
electron-donor-acetoacetate	electron donor: acetoacetate	boolean	CHEBI:15022; CHEBI:13705	https://www.ebi.ac.uk/ols/ontologies/chebi/terms?obo_id=CHEBI%3A15022; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:13705	A molecular entity that can transfer an electron to another molecular entity.
electron-donor-agarose	electron donor: agarose	boolean	CHEBI:15022; CHEBI:2511	https://www.ebi.ac.uk/ols/ontologies/chebi/terms?obo_id=CHEBI%3A15022; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:2511	A molecular entity that can transfer an electron to another molecular entity.
electron-donor-alanine	electron donor: alanine	boolean	CHEBI:15022; CHEBI:16449	https://www.ebi.ac.uk/ols/ontologies/chebi/terms?obo_id=CHEBI%3A15022; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:16449	A molecular entity that can transfer an electron to another molecular entity.
electron-donor-alpha-d-glucose	electron donor: alpha-D-glucose	boolean	CHEBI:15022; CHEBI:17925	https://www.ebi.ac.uk/ols/ontologies/chebi/terms?obo_id=CHEBI%3A15022; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:17925	A molecular entity that can transfer an electron to another molecular entity.
electron-donor-amino-acid	electron donor: amino acid	boolean	CHEBI:15022; CHEBI:33709	https://www.ebi.ac.uk/ols/ontologies/chebi/terms?obo_id=CHEBI%3A15022; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:33709	A molecular entity that can transfer an electron to another molecular entity.
electron-donor-ammonium	electron donor: ammonium	boolean	CHEBI:15022; CHEBI:28938	https://www.ebi.ac.uk/ols/ontologies/chebi/terms?obo_id=CHEBI%3A15022; https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:28938	A molecular entity that can transfer an electron to another molecular entity.
